Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_Hour,Arrival_Minute,Dep_Hour,Dep_Minute
GoAir,Delhi,Cochin,310,1.0,No info,7870.0,12,6,2019,19,35,14,25
IndiGo,Mumbai,Hyderabad,90,0.0,No info,3175.0,15,3,2019,18,25,16,55
GoAir,Delhi,Cochin,535,1.0,No info,8213.0,6,3,2019,19,20,10,25
SpiceJet,Chennai,Kolkata,135,0.0,No info,3597.0,12,5,2019,10,35,8,20
Air India,Delhi,Cochin,1600,2.0,No info,11228.0,18,5,2019,7,40,5,0
Jet Airways,Banglore,New Delhi,370,1.0,No info,27210.0,15,3,2019,5,5,22,55
SpiceJet,Kolkata,Banglore,145,0.0,No check-in baggage included,3841.0,24,5,2019,11,25,9,0
IndiGo,Banglore,Delhi,175,0.0,No info,4823.0,12,5,2019,21,20,18,25
Multiple carriers,Delhi,Cochin,860,1.0,No info,7575.0,9,5,2019,19,15,4,55
Air India,Kolkata,Banglore,590,2.0,No info,10151.0,21,5,2019,21,50,12,0
Jet Airways,Banglore,New Delhi,325,1.0,No info,22270.0,6,3,2019,12,25,7,0
SpiceJet,Kolkata,Banglore,150,0.0,No info,4491.0,6,5,2019,19,40,17,10
Jet Airways,Delhi,Cochin,505,2.0,In-flight meal not included,15318.0,18,5,2019,4,25,20,0
Jet Airways,Banglore,New Delhi,690,1.0,No info,13817.0,12,3,2019,10,25,22,55
Multiple carriers,Delhi,Cochin,615,1.0,No info,15898.0,27,5,2019,19,15,9,0
IndiGo,Banglore,Delhi,170,0.0,No info,3943.0,24,6,2019,6,50,4,0
Jet Airways,Kolkata,Banglore,735,1.0,No info,14571.0,6,6,2019,8,15,20,0
Air India,Banglore,New Delhi,980,2.0,Change airports,13366.0,1,3,2019,22,10,5,50
Air India,Delhi,Cochin,735,1.0,No info,15809.0,6,3,2019,19,15,7,0
Vistara,Kolkata,Banglore,865,1.0,No info,9187.0,18,5,2019,10,45,20,20
Multiple carriers,Delhi,Cochin,710,1.0,No info,15867.0,6,3,2019,18,50,7,0
Multiple carriers,Delhi,Cochin,460,1.0,No info,9103.0,15,5,2019,12,35,4,55
Air India,Delhi,Cochin,1560,2.0,No info,12777.0,6,6,2019,19,15,17,15
Air India,Delhi,Cochin,555,1.0,No info,11241.0,15,6,2019,19,15,10,0
Air India,Mumbai,Hyderabad,80,0.0,No info,3100.0,12,5,2019,7,40,6,20
Jet Airways,Mumbai,Hyderabad,85,0.0,In-flight meal not included,4995.0,21,5,2019,8,30,7,5
Air India,Delhi,Cochin,1360,1.0,No info,14882.0,6,3,2019,7,40,9,0
IndiGo,Kolkata,Banglore,165,0.0,No info,4804.0,24,4,2019,12,20,9,35
Air India,Kolkata,Banglore,1605,1.0,No info,7211.0,1,4,2019,23,15,20,30
Jet Airways,Kolkata,Banglore,840,1.0,No info,14151.0,24,5,2019,23,35,9,35
IndiGo,Kolkata,Banglore,155,0.0,No info,5618.0,24,3,2019,16,55,14,20
Jet Airways,Banglore,New Delhi,840,1.0,In-flight meal not included,7832.0,21,3,2019,11,25,21,25
Air India,Kolkata,Banglore,150,0.0,No info,5510.0,6,5,2019,16,45,14,15
Air Asia,Kolkata,Banglore,215,1.0,No info,6857.0,18,5,2019,23,30,19,55
Multiple carriers,Delhi,Cochin,395,1.0,No info,16775.0,3,3,2019,1,35,19,0
IndiGo,Banglore,Delhi,170,0.0,No info,4591.0,24,5,2019,2,20,23,30
Jet Airways,Delhi,Cochin,715,1.0,In-flight meal not included,5406.0,6,4,2019,19,0,7,5
IndiGo,Delhi,Cochin,750,1.0,No info,6838.0,9,6,2019,21,0,8,30
Vistara,Kolkata,Banglore,700,1.0,No info,8610.0,12,6,2019,18,50,7,10
Vistara,Chennai,Kolkata,135,0.0,No info,3739.0,27,3,2019,9,20,7,5
Jet Airways,Delhi,Cochin,1100,1.0,In-flight meal not included,12898.0,27,5,2019,12,35,18,15
Jet Airways,Kolkata,Banglore,345,1.0,No info,8781.0,18,5,2019,17,35,11,50
IndiGo,Delhi,Cochin,275,1.0,No info,13753.0,3,3,2019,10,10,5,35
Air India,Banglore,New Delhi,980,2.0,No info,10111.0,15,3,2019,22,10,5,50
Jet Airways,Kolkata,Banglore,960,1.0,In-flight meal not included,9663.0,6,5,2019,12,0,20,0
Jet Airways,Kolkata,Banglore,800,1.0,In-flight meal not included,8586.0,9,5,2019,8,15,18,55
Jet Airways,Delhi,Cochin,825,1.0,In-flight meal not included,10262.0,15,6,2019,12,35,22,50
Jet Airways,Kolkata,Banglore,1590,1.0,No info,13941.0,18,5,2019,8,15,5,45
IndiGo,Delhi,Cochin,345,1.0,No info,7189.0,3,6,2019,3,35,21,50
Jet Airways,Kolkata,Banglore,690,1.0,In-flight meal not included,8066.0,1,4,2019,21,5,9,35
Air India,Delhi,Cochin,1640,1.0,No info,12677.0,6,3,2019,9,25,6,5
Jet Airways,Kolkata,Banglore,1745,1.0,No info,14151.0,15,5,2019,22,5,17,0
Jet Airways,Delhi,Cochin,505,2.0,No info,16263.0,21,5,2019,4,25,20,0
Air India,Mumbai,Hyderabad,80,0.0,No info,3100.0,1,6,2019,22,25,21,5
Jet Airways,Banglore,Delhi,165,0.0,No info,7229.0,6,4,2019,8,45,6,0
IndiGo,Banglore,Delhi,170,0.0,No info,4823.0,6,4,2019,11,20,8,30
Air India,Kolkata,Banglore,1045,2.0,No info,11516.0,1,4,2019,23,15,5,50
IndiGo,Delhi,Cochin,635,1.0,No info,14871.0,3,3,2019,1,35,15,0
Multiple carriers,Delhi,Cochin,780,1.0,No info,7618.0,27,5,2019,21,0,8,0
SpiceJet,Banglore,New Delhi,175,0.0,No check-in baggage included,6205.0,24,3,2019,12,30,9,35
Air India,Delhi,Cochin,675,1.0,No info,8372.0,27,6,2019,19,15,8,0
Air India,Chennai,Kolkata,135,0.0,No info,4667.0,18,5,2019,13,55,11,40
Jet Airways,Kolkata,Banglore,800,1.0,In-flight meal not included,10844.0,9,6,2019,19,50,6,30
Jet Airways,Mumbai,Hyderabad,85,0.0,No info,5678.0,3,5,2019,4,20,2,55
Jet Airways,Delhi,Cochin,485,2.0,No info,11360.0,21,3,2019,18,50,10,45
Multiple carriers,Delhi,Cochin,630,1.0,No info,11622.0,9,6,2019,19,0,8,30
Jet Airways,Delhi,Cochin,505,2.0,In-flight meal not included,12410.0,24,6,2019,4,25,20,0
Jet Airways,Kolkata,Banglore,575,1.0,In-flight meal not included,13469.0,6,6,2019,19,10,9,35
SpiceJet,Banglore,New Delhi,170,0.0,No check-in baggage included,4273.0,18,3,2019,23,20,20,30
Vistara,Banglore,New Delhi,165,0.0,No info,6138.0,15,3,2019,12,35,9,50
IndiGo,Kolkata,Banglore,150,0.0,No info,4804.0,12,6,2019,16,55,14,25
Jet Airways,Banglore,New Delhi,800,1.0,No info,27992.0,1,3,2019,20,20,7,0
Air India,Kolkata,Banglore,1620,2.0,No info,14508.0,6,5,2019,10,0,7,0
IndiGo,Chennai,Kolkata,145,0.0,No info,4332.0,24,5,2019,14,0,11,35
Vistara,Mumbai,Hyderabad,660,1.0,No info,12395.0,6,3,2019,22,55,11,55
Multiple carriers,Delhi,Cochin,675,1.0,In-flight meal not included,11761.0,27,5,2019,19,15,8,0
SpiceJet,Kolkata,Banglore,155,0.0,No info,3873.0,15,4,2019,9,30,6,55
Jet Airways,Delhi,Cochin,1005,1.0,In-flight meal not included,10262.0,9,6,2019,19,0,2,15
Multiple carriers,Delhi,Cochin,470,1.0,No info,7575.0,21,5,2019,19,15,11,25
Air Asia,Delhi,Cochin,865,1.0,No info,7353.0,18,5,2019,7,10,16,45
Jet Airways,Kolkata,Banglore,435,1.0,In-flight meal not included,5608.0,9,6,2019,17,35,10,20
Jet Airways,Kolkata,Banglore,910,1.0,In-flight meal not included,8586.0,1,5,2019,10,5,18,55
Multiple carriers,Delhi,Cochin,630,1.0,No info,8266.0,21,5,2019,19,15,8,45
Air India,Delhi,Cochin,735,1.0,No info,9929.0,1,6,2019,19,15,7,0
Jet Airways,Kolkata,Banglore,395,1.0,In-flight meal not included,13994.0,9,6,2019,23,35,17,0
Jet Airways,Kolkata,Banglore,1005,1.0,No info,11467.0,1,5,2019,9,45,17,0
IndiGo,Kolkata,Banglore,155,0.0,No info,4804.0,24,4,2019,0,50,22,15
Multiple carriers,Delhi,Cochin,490,1.0,No info,7005.0,12,6,2019,21,0,12,50
Multiple carriers,Delhi,Cochin,505,1.0,No info,9646.0,21,5,2019,18,10,9,45
IndiGo,Mumbai,Hyderabad,95,0.0,No info,2227.0,18,5,2019,21,40,20,5
Vistara,Kolkata,Banglore,790,1.0,No info,8610.0,15,5,2019,20,20,7,10
Air India,Delhi,Cochin,705,1.0,No info,5683.0,9,4,2019,8,15,20,30
Air India,Kolkata,Banglore,965,1.0,No info,6117.0,6,6,2019,11,5,19,0
Jet Airways,Kolkata,Banglore,740,1.0,In-flight meal not included,10844.0,24,5,2019,20,45,8,25
Air India,Banglore,New Delhi,655,2.0,No info,6593.0,15,3,2019,21,25,10,30
Multiple carriers,Delhi,Cochin,470,1.0,No info,7997.0,18,5,2019,19,15,11,25
Jet Airways,Mumbai,Hyderabad,85,0.0,In-flight meal not included,4995.0,27,5,2019,8,30,7,5
Air India,Banglore,Delhi,170,0.0,No info,6121.0,1,5,2019,23,55,21,5
Jet Airways,Kolkata,Banglore,575,1.0,In-flight meal not included,9314.0,1,5,2019,19,10,9,35
GoAir,Banglore,Delhi,165,0.0,No info,6722.0,12,4,2019,23,40,20,55
Multiple carriers,Delhi,Cochin,570,1.0,No info,14067.0,21,5,2019,1,30,16,0
IndiGo,Kolkata,Banglore,155,0.0,No info,4804.0,12,6,2019,18,5,15,30
Jet Airways,Banglore,New Delhi,1555,1.0,No info,14815.0,6,3,2019,0,45,22,50
Jet Airways,Banglore,Delhi,180,0.0,No info,8016.0,3,6,2019,22,50,19,50
Multiple carriers,Delhi,Cochin,450,1.0,No info,17267.0,6,3,2019,15,30,8,0
GoAir,Banglore,Delhi,175,0.0,No info,3898.0,9,6,2019,10,40,7,45
Jet Airways,Delhi,Cochin,520,1.0,In-flight meal not included,10577.0,9,6,2019,4,25,19,45
Multiple carriers,Delhi,Cochin,640,1.0,No info,7005.0,27,5,2019,21,0,10,20
Jet Airways,Kolkata,Banglore,800,1.0,No info,14388.0,6,5,2019,9,20,20,0
Multiple carriers,Delhi,Cochin,600,1.0,No info,8099.0,27,6,2019,19,15,9,15
Jet Airways,Delhi,Cochin,610,1.0,No info,14714.0,1,6,2019,4,25,18,15
Vistara,Chennai,Kolkata,140,0.0,No info,11982.0,12,5,2019,20,5,17,45
Air India,Delhi,Cochin,1420,1.0,No info,7480.0,15,5,2019,9,25,9,45
Air India,Kolkata,Banglore,1170,2.0,No info,6117.0,15,5,2019,4,40,9,10
Air India,Delhi,Cochin,1490,2.0,No info,11071.0,21,3,2019,7,40,6,50
Multiple carriers,Delhi,Cochin,890,1.0,No info,11299.0,27,3,2019,18,50,4,0
Jet Airways,Banglore,New Delhi,160,0.0,No info,8016.0,24,3,2019,22,35,19,55
Air India,Kolkata,Banglore,965,1.0,No info,6327.0,12,5,2019,11,5,19,0
SpiceJet,Kolkata,Banglore,150,0.0,No info,3847.0,15,3,2019,11,30,9,0
Jet Airways,Delhi,Cochin,995,1.0,No info,12719.0,21,3,2019,18,50,2,15
Air India,Delhi,Cochin,875,1.0,No info,8361.0,18,5,2019,8,15,17,40
Vistara,Kolkata,Banglore,1065,1.0,No info,9187.0,1,4,2019,10,45,17,0
Jet Airways,Banglore,New Delhi,875,1.0,No info,13817.0,12,3,2019,9,30,18,55
IndiGo,Chennai,Kolkata,140,0.0,No info,3850.0,24,5,2019,10,15,7,55
Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,4030.0,15,5,2019,11,20,8,20
Multiple carriers,Delhi,Cochin,660,1.0,No info,13587.0,24,6,2019,21,0,10,0
Air India,Delhi,Cochin,1410,2.0,No info,12856.0,3,3,2019,19,15,19,45
Air India,Delhi,Cochin,1560,2.0,No info,12970.0,1,6,2019,19,15,17,15
Multiple carriers,Delhi,Cochin,545,1.0,No info,9646.0,12,6,2019,16,10,7,5
Jet Airways,Delhi,Cochin,1300,2.0,In-flight meal not included,10919.0,1,6,2019,4,25,6,45
Jet Airways,Banglore,Delhi,165,0.0,In-flight meal not included,4030.0,9,5,2019,8,45,6,0
Jet Airways,Kolkata,Banglore,690,1.0,No info,14151.0,6,6,2019,21,5,9,35
Vistara,Kolkata,Banglore,945,1.0,No info,8662.0,9,6,2019,22,55,7,10
SpiceJet,Banglore,Delhi,160,0.0,No info,3625.0,3,5,2019,8,35,5,55
IndiGo,Delhi,Cochin,490,1.0,No info,7640.0,18,5,2019,22,30,14,20
IndiGo,Delhi,Cochin,195,0.0,No info,5406.0,21,6,2019,0,20,21,5
IndiGo,Mumbai,Hyderabad,90,0.0,No info,4049.0,12,6,2019,7,55,6,25
Multiple carriers,Delhi,Cochin,645,1.0,No info,8937.0,15,6,2019,19,15,8,30
Jet Airways,Banglore,New Delhi,625,1.0,In-flight meal not included,9134.0,15,3,2019,18,25,8,0
Air India,Kolkata,Banglore,1700,2.0,No info,13222.0,18,5,2019,13,45,9,25
Jet Airways,Banglore,Delhi,165,0.0,In-flight meal not included,4030.0,15,5,2019,8,45,6,0
Multiple carriers,Delhi,Cochin,780,1.0,No info,11264.0,27,5,2019,19,0,6,0
Jet Airways,Banglore,Delhi,180,0.0,No info,7229.0,24,5,2019,11,20,8,20
SpiceJet,Delhi,Cochin,315,1.0,No info,5899.0,27,4,2019,11,20,6,5
SpiceJet,Mumbai,Hyderabad,90,0.0,No check-in baggage included,1965.0,1,4,2019,7,15,5,45
SpiceJet,Banglore,Delhi,175,0.0,No check-in baggage included,3919.0,15,4,2019,0,5,21,10
Air India,Delhi,Cochin,2295,2.0,No info,9653.0,9,5,2019,19,15,5,0
IndiGo,Delhi,Cochin,325,1.0,No info,5636.0,15,6,2019,7,25,2,0
IndiGo,Kolkata,Banglore,170,0.0,No info,4778.0,24,3,2019,8,20,5,30
Air Asia,Delhi,Cochin,830,1.0,No info,6752.0,24,6,2019,6,35,16,45
Multiple carriers,Delhi,Cochin,830,1.0,No info,6645.0,9,4,2019,1,30,11,40
Jet Airways,Delhi,Cochin,1040,1.0,No info,14714.0,3,6,2019,12,35,19,15
Jet Airways,Banglore,New Delhi,435,1.0,No info,22270.0,1,3,2019,15,15,8,0
Jet Airways,Delhi,Cochin,865,1.0,In-flight meal not included,12373.0,9,5,2019,4,25,14,0
SpiceJet,Banglore,Delhi,160,0.0,No info,3625.0,6,6,2019,8,35,5,55
Vistara,Kolkata,Banglore,1555,1.0,No info,8452.0,21,5,2019,9,5,7,10
IndiGo,Chennai,Kolkata,140,0.0,No info,3850.0,27,5,2019,10,15,7,55
Vistara,Kolkata,Banglore,1440,1.0,No info,8610.0,15,5,2019,20,20,20,20
SpiceJet,Chennai,Kolkata,140,0.0,No info,6300.0,15,3,2019,20,5,17,45
Multiple carriers,Delhi,Cochin,725,1.0,No info,15147.0,6,3,2019,21,0,8,55
IndiGo,Delhi,Cochin,275,1.0,No info,5054.0,9,6,2019,12,10,7,35
Jet Airways,Kolkata,Banglore,855,1.0,No info,12681.0,1,4,2019,20,45,6,30
IndiGo,Kolkata,Banglore,240,1.0,No info,4226.0,18,5,2019,10,20,6,20
IndiGo,Banglore,Delhi,170,0.0,No info,3943.0,18,5,2019,13,20,10,30
IndiGo,Delhi,Cochin,345,1.0,No info,6307.0,27,4,2019,3,35,21,50
Multiple carriers,Delhi,Cochin,385,1.0,No info,9646.0,24,6,2019,16,10,9,45
Vistara,Delhi,Cochin,190,0.0,No info,6216.0,6,6,2019,9,10,6,0
Jet Airways,Mumbai,Hyderabad,85,0.0,In-flight meal not included,4050.0,27,5,2019,4,20,2,55
IndiGo,Banglore,New Delhi,245,1.0,No info,5746.0,9,3,2019,15,25,11,20
Jet Airways,Kolkata,Banglore,735,1.0,In-flight meal not included,8529.0,12,6,2019,8,15,20,0
IndiGo,Delhi,Cochin,975,1.0,No info,13611.0,6,3,2019,21,0,4,45
Jet Airways,Kolkata,Banglore,1655,1.0,In-flight meal not included,9663.0,9,5,2019,12,0,8,25
Jet Airways,Kolkata,Banglore,1265,1.0,No info,14571.0,9,6,2019,18,15,21,10
Vistara,Banglore,New Delhi,160,0.0,No info,21520.0,1,3,2019,9,40,7,0
Multiple carriers,Delhi,Cochin,460,2.0,No info,19360.0,18,5,2019,1,30,17,50
IndiGo,Chennai,Kolkata,135,0.0,No info,7295.0,6,3,2019,15,35,13,20
Jet Airways,Kolkata,Banglore,1025,1.0,In-flight meal not included,11134.0,24,3,2019,12,0,18,55
Multiple carriers,Delhi,Cochin,705,1.0,No info,15353.0,6,3,2019,19,15,7,30
Vistara,Kolkata,Banglore,1640,1.0,No info,9135.0,1,4,2019,20,20,17,0
IndiGo,Kolkata,Banglore,165,0.0,No info,6565.0,3,3,2019,12,20,9,35
Jet Airways,Banglore,Delhi,165,0.0,In-flight meal not included,5198.0,12,5,2019,8,45,6,0
IndiGo,Banglore,Delhi,170,0.0,No info,4823.0,15,5,2019,22,50,20,0
SpiceJet,Kolkata,Banglore,140,0.0,No info,3873.0,27,6,2019,0,40,22,20
Air India,Delhi,Cochin,1125,1.0,No info,11563.0,6,3,2019,8,15,13,30
Jet Airways,Delhi,Cochin,655,1.0,In-flight meal not included,10262.0,9,6,2019,4,25,17,30
Multiple carriers,Delhi,Cochin,625,1.0,No info,15135.0,3,3,2019,18,50,8,25
Air Asia,Banglore,Delhi,170,0.0,No info,4282.0,18,4,2019,7,45,4,55
Jet Airways,Delhi,Cochin,1620,2.0,No info,13292.0,9,6,2019,12,35,9,35
Jet Airways,Delhi,Cochin,1390,2.0,No info,9483.0,9,4,2019,12,35,13,25
Air India,Banglore,Delhi,165,0.0,No info,5228.0,21,4,2019,12,45,10,0
Air India,Delhi,Cochin,615,1.0,No info,10454.0,15,6,2019,19,15,9,0
IndiGo,Mumbai,Hyderabad,85,0.0,No info,2754.0,15,3,2019,22,45,21,20
SpiceJet,Banglore,Delhi,170,0.0,No info,4423.0,12,6,2019,12,20,9,30
SpiceJet,Banglore,Delhi,160,0.0,No info,3625.0,18,6,2019,8,35,5,55
Jet Airways,Banglore,New Delhi,495,1.0,In-flight meal not included,9134.0,15,3,2019,15,15,7,0
IndiGo,Kolkata,Banglore,150,0.0,No info,4804.0,27,5,2019,17,45,15,15
IndiGo,Chennai,Kolkata,140,0.0,No info,3597.0,27,6,2019,15,35,13,15
Jet Airways,Delhi,Cochin,1570,1.0,In-flight meal not included,12898.0,27,5,2019,4,25,2,15
Jet Airways,Delhi,Cochin,440,2.0,No info,18804.0,24,6,2019,19,0,11,40
Jet Airways,Kolkata,Banglore,775,1.0,No info,14388.0,9,5,2019,10,5,21,10
Vistara,Kolkata,Banglore,1440,1.0,No info,8610.0,1,5,2019,20,20,20,20
IndiGo,Mumbai,Hyderabad,85,0.0,No info,2754.0,27,3,2019,20,30,19,5
IndiGo,Banglore,Delhi,175,0.0,No info,4990.0,12,4,2019,21,20,18,25
IndiGo,Kolkata,Banglore,150,0.0,No info,4804.0,24,6,2019,16,55,14,25
Jet Airways,Kolkata,Banglore,910,1.0,No info,13584.0,6,5,2019,10,5,18,55
Air India,Delhi,Cochin,1210,2.0,No info,10939.0,6,6,2019,9,25,13,15
GoAir,Banglore,New Delhi,175,0.0,No info,4340.0,18,3,2019,14,35,11,40
Air India,Delhi,Cochin,1560,2.0,No info,12760.0,6,6,2019,19,15,17,15
Air India,Kolkata,Banglore,1700,2.0,No info,11542.0,9,6,2019,13,45,9,25
Jet Airways,Kolkata,Banglore,1005,1.0,No info,13067.0,21,5,2019,9,45,17,0
Jet Airways,Kolkata,Banglore,1695,1.0,In-flight meal not included,8529.0,12,6,2019,20,45,16,30
IndiGo,Kolkata,Banglore,155,0.0,No info,4804.0,27,4,2019,19,50,17,15
IndiGo,Delhi,Cochin,320,1.0,No info,5761.0,21,3,2019,12,0,6,40
Jet Airways,Kolkata,Banglore,425,1.0,In-flight meal not included,9899.0,12,6,2019,23,35,16,30
Jet Airways,Kolkata,Banglore,585,1.0,In-flight meal not included,6959.0,12,6,2019,4,40,18,55
Vistara,Chennai,Kolkata,140,0.0,No info,11982.0,18,5,2019,20,5,17,45
IndiGo,Kolkata,Banglore,240,1.0,No info,4226.0,12,6,2019,10,20,6,20
Air India,Mumbai,Hyderabad,80,0.0,No info,3100.0,6,6,2019,7,40,6,20
Jet Airways,Banglore,New Delhi,1590,1.0,In-flight meal not included,9134.0,9,3,2019,8,15,5,45
Jet Airways,Delhi,Cochin,1165,1.0,In-flight meal not included,10262.0,15,6,2019,4,25,9,0
IndiGo,Kolkata,Banglore,165,0.0,No info,4804.0,27,5,2019,12,20,9,35
Air India,Mumbai,Hyderabad,80,0.0,No info,3100.0,21,3,2019,7,40,6,20
Jet Airways,Kolkata,Banglore,1655,1.0,In-flight meal not included,8529.0,12,6,2019,10,5,6,30
Jet Airways,Delhi,Cochin,1320,2.0,In-flight meal not included,10919.0,12,6,2019,12,35,14,35
Jet Airways,Delhi,Cochin,830,2.0,No info,13376.0,9,6,2019,4,25,14,35
Multiple carriers,Delhi,Cochin,855,2.0,No info,6653.0,21,3,2019,21,20,7,5
Jet Airways,Kolkata,Banglore,395,1.0,No info,12692.0,12,6,2019,23,35,17,0
SpiceJet,Banglore,Delhi,160,0.0,No info,3971.0,24,4,2019,8,35,5,55
Multiple carriers,Delhi,Cochin,910,1.0,In-flight meal not included,5999.0,21,3,2019,22,20,7,10
IndiGo,Delhi,Cochin,665,1.0,No info,6818.0,12,6,2019,16,10,5,5
Multiple carriers,Delhi,Cochin,720,1.0,No info,8073.0,18,5,2019,21,0,9,0
Air India,Mumbai,Hyderabad,90,0.0,No info,3100.0,21,3,2019,15,25,13,55
SpiceJet,Delhi,Cochin,295,1.0,No info,4611.0,3,4,2019,22,50,17,55
Jet Airways,Kolkata,Banglore,890,1.0,No info,14571.0,9,6,2019,12,0,21,10
Air India,Kolkata,Banglore,155,0.0,No info,4145.0,27,4,2019,23,20,20,45
Jet Airways,Delhi,Cochin,550,1.0,In-flight meal not included,12373.0,9,5,2019,4,25,19,15
IndiGo,Delhi,Cochin,310,1.0,No info,6493.0,9,6,2019,22,15,17,5
Jet Airways,Kolkata,Banglore,1495,1.0,In-flight meal not included,10844.0,12,5,2019,19,50,18,55
Jet Airways,Banglore,Delhi,175,0.0,In-flight meal not included,7229.0,15,6,2019,18,10,15,15
IndiGo,Delhi,Cochin,420,1.0,No info,14871.0,3,3,2019,1,35,18,35
IndiGo,Delhi,Cochin,780,1.0,No info,6282.0,21,5,2019,0,55,11,55
Vistara,Kolkata,Banglore,1555,1.0,No info,7980.0,1,4,2019,9,5,7,10
Air India,Mumbai,Hyderabad,2245,2.0,No info,13904.0,6,3,2019,19,25,6,0
Air Asia,Delhi,Cochin,590,1.0,No info,6152.0,24,6,2019,6,35,20,45
IndiGo,Delhi,Cochin,195,0.0,No info,6015.0,27,5,2019,17,40,14,25
Air Asia,Delhi,Cochin,340,1.0,No info,11410.0,6,6,2019,22,25,16,45
Vistara,Chennai,Kolkata,140,0.0,No info,11982.0,12,6,2019,20,5,17,45
Air Asia,Delhi,Cochin,330,1.0,No info,6451.0,27,5,2019,13,25,7,55
SpiceJet,Banglore,Delhi,175,0.0,No check-in baggage included,3257.0,3,6,2019,0,5,21,10
Air India,Kolkata,Banglore,590,2.0,No info,9416.0,6,6,2019,21,50,12,0
Jet Airways,Delhi,Cochin,195,0.0,In-flight meal not included,7202.0,15,6,2019,14,15,11,0
Air India,Delhi,Cochin,1275,2.0,No info,16373.0,9,3,2019,19,15,22,0
IndiGo,Delhi,Cochin,345,1.0,No info,5775.0,27,6,2019,3,35,21,50
Jet Airways,Banglore,New Delhi,950,1.0,In-flight meal not included,11087.0,12,3,2019,12,25,20,35
IndiGo,Banglore,Delhi,170,0.0,No info,3943.0,3,4,2019,1,0,22,10
Vistara,Mumbai,Hyderabad,1555,1.0,No info,12395.0,6,3,2019,9,25,7,30
IndiGo,Delhi,Cochin,570,1.0,No info,6316.0,27,6,2019,1,30,16,0
IndiGo,Chennai,Kolkata,140,0.0,No info,3858.0,27,3,2019,21,55,19,35
Air India,Delhi,Cochin,1010,1.0,No info,7174.0,9,5,2019,23,0,6,10
Jet Airways,Banglore,New Delhi,860,1.0,No info,16736.0,6,3,2019,21,20,7,0
SpiceJet,Chennai,Kolkata,135,0.0,No check-in baggage included,3543.0,18,5,2019,12,0,9,45
IndiGo,Kolkata,Banglore,155,0.0,No info,4804.0,12,5,2019,19,50,17,15
SpiceJet,Kolkata,Banglore,150,0.0,No info,3873.0,12,4,2019,19,40,17,10
SpiceJet,Chennai,Kolkata,135,0.0,No check-in baggage included,3543.0,1,6,2019,12,0,9,45
Multiple carriers,Delhi,Cochin,615,1.0,No info,13378.0,21,3,2019,19,15,9,0
Jet Airways,Mumbai,Hyderabad,85,0.0,In-flight meal not included,4995.0,21,6,2019,4,20,2,55
Jet Airways,Delhi,Cochin,535,2.0,No info,13014.0,1,6,2019,4,25,19,30
SpiceJet,Kolkata,Banglore,150,0.0,No check-in baggage included,3815.0,21,3,2019,11,30,9,0
IndiGo,Mumbai,Hyderabad,90,0.0,No info,4049.0,15,3,2019,10,40,9,10
Vistara,Kolkata,Banglore,765,1.0,No info,8452.0,1,5,2019,9,5,20,20
Vistara,Banglore,Delhi,160,0.0,No info,5403.0,9,4,2019,9,40,7,0
Vistara,Kolkata,Banglore,975,1.0,No info,7927.0,1,4,2019,23,25,7,10
Jet Airways,Banglore,New Delhi,800,1.0,In-flight meal not included,7832.0,21,3,2019,21,20,8,0
Jet Airways,Banglore,Delhi,165,0.0,No info,8016.0,9,6,2019,8,45,6,0
Multiple carriers,Delhi,Cochin,810,1.0,No info,8055.0,27,3,2019,21,0,7,30
IndiGo,Banglore,New Delhi,170,0.0,No info,8855.0,15,3,2019,1,10,22,20
IndiGo,Chennai,Kolkata,140,0.0,No info,3597.0,24,6,2019,21,55,19,35
Multiple carriers,Delhi,Cochin,480,1.0,No info,13727.0,15,5,2019,1,30,17,30
Jet Airways,Delhi,Cochin,1015,1.0,No info,14714.0,6,6,2019,4,25,11,30
IndiGo,Chennai,Kolkata,140,0.0,No info,3597.0,1,6,2019,17,5,14,45
Jet Airways,Delhi,Cochin,1095,2.0,No info,14300.0,15,6,2019,12,35,18,20
Jet Airways,Kolkata,Banglore,750,1.0,No info,14151.0,9,5,2019,22,5,9,35
Air India,Delhi,Cochin,500,2.0,No info,11753.0,6,6,2019,19,15,10,55
Jet Airways,Banglore,Delhi,175,0.0,In-flight meal not included,3359.0,21,5,2019,18,45,15,50
GoAir,Banglore,New Delhi,175,0.0,No info,7222.0,3,3,2019,10,40,7,45
Jet Airways,Delhi,Cochin,1760,2.0,No info,12819.0,24,6,2019,4,25,23,5
Jet Airways,Delhi,Cochin,1490,2.0,No info,13882.0,12,6,2019,12,35,11,45
IndiGo,Kolkata,Banglore,165,0.0,No info,6985.0,24,3,2019,0,55,22,10
Multiple carriers,Delhi,Cochin,510,1.0,No info,11421.0,27,3,2019,18,50,10,20
Air India,Delhi,Cochin,735,1.0,No info,6674.0,9,4,2019,19,15,7,0
SpiceJet,Kolkata,Banglore,150,0.0,No info,3873.0,6,4,2019,17,25,14,55
Jet Airways,Delhi,Cochin,1995,2.0,In-flight meal not included,8834.0,21,3,2019,4,25,19,10
SpiceJet,Banglore,New Delhi,170,0.0,No check-in baggage included,4273.0,18,3,2019,8,35,5,45
Jet Airways,Banglore,New Delhi,520,1.0,In-flight meal not included,11087.0,18,3,2019,20,20,11,40
