,Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_Hour,Arrival_Minute,Dep_Hour,Dep_Minute
6377,Air India,Kolkata,Banglore,1665,2.0,No info,15164.0,1,5,2019,13,45,10,0
6378,Multiple carriers,Delhi,Cochin,385,1.0,No info,10276.0,6,3,2019,16,10,9,45
6379,Multiple carriers,Delhi,Cochin,910,1.0,No info,12192.0,1,6,2019,19,0,3,50
6380,Air Asia,Kolkata,Banglore,215,1.0,No info,5554.0,24,3,2019,23,30,19,55
6381,Air India,Delhi,Cochin,735,1.0,No info,6377.0,27,3,2019,19,15,7,0
6382,IndiGo,Delhi,Cochin,305,1.0,No info,6232.0,21,3,2019,1,35,20,30
6383,IndiGo,Delhi,Cochin,295,1.0,No info,6496.0,9,5,2019,10,5,5,10
6384,IndiGo,Banglore,Delhi,185,0.0,No info,4823.0,24,6,2019,21,20,18,15
6385,IndiGo,Kolkata,Banglore,220,1.0,No info,6116.0,6,6,2019,23,15,19,35
6386,Jet Airways,Kolkata,Banglore,1335,1.0,In-flight meal not included,7757.0,9,5,2019,18,15,20,0
6387,Multiple carriers,Delhi,Cochin,630,1.0,No info,8266.0,21,5,2019,19,15,8,45
6388,SpiceJet,Kolkata,Banglore,155,0.0,No info,3873.0,21,5,2019,9,30,6,55
6389,Jet Airways,Kolkata,Banglore,775,1.0,In-flight meal not included,11841.0,15,5,2019,10,5,21,10
6390,IndiGo,Kolkata,Banglore,155,0.0,No info,4804.0,24,5,2019,18,5,15,30
6391,IndiGo,Banglore,Delhi,170,0.0,No info,3943.0,1,6,2019,13,0,10,10
6392,Multiple carriers,Delhi,Cochin,465,1.0,No info,15898.0,27,5,2019,19,15,11,30
6393,Jet Airways,Kolkata,Banglore,1685,1.0,No info,14151.0,15,5,2019,21,5,17,0
6394,Jet Airways,Delhi,Cochin,745,1.0,In-flight meal not included,10577.0,9,6,2019,4,25,16,0
6395,Air India,Banglore,Delhi,165,0.0,No info,4441.0,3,4,2019,8,55,6,10
6396,Jet Airways,Delhi,Cochin,1505,1.0,In-flight meal not included,5177.0,6,4,2019,12,35,11,30
6397,Air India,Kolkata,Banglore,155,0.0,No info,4460.0,1,4,2019,23,20,20,45
6398,Multiple carriers,Delhi,Cochin,780,1.0,No info,13727.0,18,5,2019,21,0,8,0
6399,Jet Airways,Delhi,Cochin,1235,1.0,No info,14714.0,3,6,2019,12,35,16,0
6400,Jet Airways,Delhi,Cochin,1295,2.0,In-flight meal not included,10588.0,6,6,2019,19,0,21,25
6401,Jet Airways,Delhi,Cochin,590,1.0,In-flight meal not included,7438.0,21,3,2019,18,50,9,0
6402,Air India,Delhi,Cochin,765,1.0,No info,12677.0,6,3,2019,9,25,20,40
6403,Jet Airways,Delhi,Cochin,1485,1.0,No info,14714.0,6,6,2019,19,0,18,15
6404,IndiGo,Mumbai,Hyderabad,90,0.0,No info,2754.0,24,6,2019,13,30,12,0
6405,IndiGo,Delhi,Cochin,825,2.0,No info,6494.0,21,3,2019,21,20,7,35
6406,IndiGo,Banglore,New Delhi,260,1.0,No info,5607.0,15,3,2019,20,35,16,15
6407,Jet Airways,Banglore,New Delhi,1350,1.0,No info,25735.0,1,3,2019,21,20,22,50
6408,IndiGo,Banglore,Delhi,175,0.0,No info,4823.0,3,5,2019,10,5,7,10
6409,Air India,Mumbai,Hyderabad,80,0.0,No info,2050.0,21,3,2019,22,25,21,5
6410,Air India,Banglore,New Delhi,865,1.0,No info,12127.0,12,3,2019,23,15,8,50
6411,Multiple carriers,Delhi,Cochin,435,1.0,No info,13377.0,12,6,2019,1,30,18,15
6412,Jet Airways,Banglore,Delhi,180,0.0,No info,7229.0,6,5,2019,22,50,19,50
6413,Vistara,Delhi,Cochin,190,0.0,No info,6216.0,24,4,2019,9,10,6,0
6414,Air India,Delhi,Cochin,185,0.0,No info,8456.0,9,6,2019,21,10,18,5
6415,Jet Airways,Delhi,Cochin,1045,2.0,No info,15129.0,18,5,2019,12,35,19,10
6416,Jet Airways,Banglore,New Delhi,885,1.0,No info,13817.0,12,3,2019,7,40,16,55
6417,GoAir,Delhi,Cochin,370,1.0,No info,6296.0,6,5,2019,13,35,7,25
6418,Air India,Kolkata,Banglore,150,0.0,No info,5170.0,21,3,2019,16,45,14,15
6419,SpiceJet,Banglore,Delhi,175,0.0,No check-in baggage included,3919.0,24,5,2019,0,5,21,10
6420,IndiGo,Banglore,Delhi,175,0.0,No info,4823.0,3,4,2019,10,5,7,10
6421,Jet Airways,Delhi,Cochin,1105,1.0,In-flight meal not included,10262.0,24,6,2019,4,25,10,0
6422,Jet Airways,Delhi,Cochin,1350,2.0,No info,13882.0,9,6,2019,12,35,14,5
6423,Multiple carriers,Delhi,Cochin,480,1.0,No info,13587.0,6,6,2019,21,0,13,0
6424,Jet Airways,Delhi,Cochin,1685,1.0,In-flight meal not included,11848.0,9,3,2019,4,25,0,20
6425,Air India,Mumbai,Hyderabad,825,1.0,No info,11678.0,6,3,2019,23,45,10,0
6426,IndiGo,Banglore,Delhi,175,0.0,No info,4823.0,18,5,2019,21,20,18,25
6427,SpiceJet,Banglore,Delhi,175,0.0,No check-in baggage included,3919.0,15,4,2019,0,5,21,10
6428,Vistara,Chennai,Kolkata,140,0.0,No info,11982.0,12,6,2019,20,5,17,45
6429,Jet Airways,Kolkata,Banglore,505,1.0,In-flight meal not included,10703.0,1,5,2019,18,0,9,35
6430,Jet Airways,Kolkata,Banglore,1720,1.0,In-flight meal not included,10844.0,18,5,2019,23,35,18,55
6431,Jet Airways,Kolkata,Banglore,1495,1.0,In-flight meal not included,10844.0,15,5,2019,19,50,18,55
6432,IndiGo,Mumbai,Hyderabad,90,0.0,No info,3175.0,27,6,2019,18,25,16,55
6433,Air India,Delhi,Cochin,675,1.0,No info,9929.0,1,6,2019,19,15,8,0
6434,Jet Airways,Banglore,New Delhi,305,1.0,No info,19225.0,6,3,2019,19,10,14,5
6435,SpiceJet,Mumbai,Hyderabad,90,0.0,No info,2017.0,24,5,2019,7,15,5,45
6436,Jet Airways,Banglore,New Delhi,1475,1.0,In-flight meal not included,7832.0,21,3,2019,12,15,11,40
6437,Jet Airways,Kolkata,Banglore,1610,1.0,In-flight meal not included,9663.0,1,5,2019,9,20,6,30
6438,Multiple carriers,Delhi,Cochin,560,1.0,No info,7005.0,9,6,2019,21,0,11,40
6439,IndiGo,Mumbai,Hyderabad,90,0.0,No info,3175.0,12,5,2019,4,5,2,35
6440,Air India,Kolkata,Banglore,1485,1.0,No info,5006.0,1,4,2019,15,20,14,35
6441,Multiple carriers,Delhi,Cochin,630,1.0,No info,9526.0,15,6,2019,19,15,8,45
6442,Jet Airways,Delhi,Cochin,810,2.0,No info,13292.0,6,6,2019,19,0,5,30
6443,IndiGo,Delhi,Cochin,345,1.0,No info,6058.0,9,5,2019,3,35,21,50
6444,Air India,Delhi,Cochin,1585,3.0,No info,10493.0,24,6,2019,7,40,5,15
6445,Jet Airways,Kolkata,Banglore,365,1.0,In-flight meal not included,10844.0,9,6,2019,22,35,16,30
6446,Jet Airways,Kolkata,Banglore,690,1.0,No info,10953.0,1,4,2019,21,5,9,35
6447,Jet Airways,Kolkata,Banglore,960,1.0,In-flight meal not included,10844.0,21,5,2019,12,0,20,0
6448,Jet Airways,Kolkata,Banglore,800,1.0,In-flight meal not included,10539.0,6,6,2019,9,45,20,25
6449,Jet Airways,Delhi,Cochin,1375,2.0,No info,13292.0,15,6,2019,4,25,5,30
6450,Vistara,Delhi,Cochin,190,0.0,No info,6741.0,18,5,2019,9,10,6,0
6451,Jet Airways,Kolkata,Banglore,800,1.0,No info,14571.0,6,6,2019,9,20,20,0
6452,Jet Airways,Kolkata,Banglore,590,1.0,No info,14781.0,9,5,2019,18,15,8,25
6453,IndiGo,Mumbai,Hyderabad,90,0.0,No info,3838.0,18,5,2019,18,25,16,55
6454,Air India,Delhi,Cochin,230,0.0,No info,5201.0,18,6,2019,17,55,14,5
6455,Air Asia,Delhi,Cochin,470,1.0,No info,8759.0,9,6,2019,15,45,7,55
6456,GoAir,Delhi,Cochin,355,1.0,No info,6195.0,24,4,2019,12,55,7,0
6457,Air India,Mumbai,Hyderabad,75,0.0,No info,3100.0,15,3,2019,20,45,19,30
6458,SpiceJet,Delhi,Cochin,295,1.0,No info,5975.0,18,5,2019,22,50,17,55
6459,Jet Airways,Kolkata,Banglore,570,1.0,In-flight meal not included,10844.0,9,6,2019,23,35,14,5
6460,Jet Airways,Delhi,Cochin,450,1.0,No info,16079.0,27,5,2019,4,25,20,55
6461,SpiceJet,Chennai,Kolkata,135,0.0,No check-in baggage included,3543.0,27,5,2019,10,35,8,20
6462,SpiceJet,Kolkata,Banglore,150,0.0,No check-in baggage included,3841.0,3,5,2019,19,40,17,10
6463,Jet Airways,Delhi,Cochin,1040,1.0,In-flight meal not included,10262.0,15,6,2019,12,35,19,15
6464,Jet Airways,Kolkata,Banglore,840,1.0,No info,12692.0,12,6,2019,23,35,9,35
6465,IndiGo,Chennai,Kolkata,140,0.0,No info,3850.0,1,6,2019,10,15,7,55
6466,Jet Airways,Delhi,Cochin,1225,1.0,In-flight meal not included,12373.0,18,5,2019,4,25,8,0
6467,Air India,Mumbai,Hyderabad,90,0.0,No info,3100.0,21,3,2019,15,25,13,55
6468,Vistara,Banglore,Delhi,165,0.0,No info,4878.0,18,5,2019,22,15,19,30
6469,Jet Airways,Delhi,Cochin,1430,2.0,No info,15129.0,9,5,2019,19,0,19,10
6470,Multiple carriers Premium economy,Delhi,Cochin,725,1.0,No info,9845.0,21,3,2019,21,0,8,55
6471,IndiGo,Banglore,Delhi,165,0.0,No info,4077.0,1,5,2019,4,15,1,30
6472,Multiple carriers,Delhi,Cochin,690,1.0,No info,9315.0,21,5,2019,19,0,7,30
6473,Jet Airways,Kolkata,Banglore,570,1.0,No info,14781.0,9,5,2019,23,35,14,5
6475,Air India,Banglore,New Delhi,170,0.0,No info,9481.0,9,3,2019,19,50,17,0
6476,Jet Airways,Delhi,Cochin,2315,2.0,In-flight meal not included,8938.0,27,3,2019,19,45,5,10
6477,Jet Airways,Kolkata,Banglore,330,1.0,No info,14388.0,9,5,2019,12,0,6,30
6478,Air India,Delhi,Cochin,1590,1.0,No info,5704.0,21,3,2019,23,0,20,30
6479,GoAir,Banglore,Delhi,175,0.0,No info,3898.0,9,6,2019,10,40,7,45
6480,Jet Airways,Mumbai,Hyderabad,90,0.0,No info,5678.0,27,3,2019,4,25,2,55
6481,IndiGo,Delhi,Cochin,265,1.0,No info,6937.0,9,3,2019,12,0,7,35
6482,IndiGo,Mumbai,Hyderabad,85,0.0,No info,2754.0,21,3,2019,20,30,19,5
6483,SpiceJet,Mumbai,Hyderabad,85,0.0,No check-in baggage included,2647.0,15,3,2019,0,10,22,45
6484,IndiGo,Kolkata,Banglore,240,1.0,No info,4226.0,21,5,2019,10,20,6,20
6485,GoAir,Banglore,Delhi,175,0.0,No info,4239.0,18,5,2019,10,40,7,45
6486,IndiGo,Delhi,Cochin,305,1.0,No info,9165.0,27,6,2019,4,35,23,30
6487,Jet Airways,Banglore,New Delhi,160,0.0,No info,18308.0,1,3,2019,22,35,19,55
6488,Multiple carriers,Delhi,Cochin,505,1.0,No info,14486.0,21,3,2019,15,30,7,5
6489,Air Asia,Banglore,Delhi,170,0.0,No info,4282.0,9,4,2019,7,45,4,55
6490,Multiple carriers,Delhi,Cochin,780,1.0,No info,13587.0,27,6,2019,21,0,8,0
6491,Multiple carriers,Delhi,Cochin,570,1.0,No info,13587.0,3,6,2019,21,0,11,30
6492,Jet Airways,Delhi,Cochin,1225,1.0,In-flight meal not included,6645.0,27,3,2019,4,25,8,0
6493,SpiceJet,Banglore,Delhi,160,0.0,No info,4423.0,15,4,2019,8,35,5,55
6494,Air India,Banglore,New Delhi,1800,2.0,No info,11518.0,18,3,2019,23,25,17,25
6495,Jet Airways,Kolkata,Banglore,890,1.0,No info,13759.0,24,3,2019,4,45,13,55
6496,SpiceJet,Banglore,Delhi,160,0.0,No info,3625.0,18,6,2019,8,35,5,55
6497,IndiGo,Kolkata,Banglore,170,0.0,No info,4148.0,15,3,2019,8,20,5,30
6498,Vistara,Banglore,Delhi,155,0.0,No info,5613.0,24,4,2019,19,35,17,0
6499,Air India,Kolkata,Banglore,1440,2.0,No info,14298.0,6,5,2019,10,0,10,0
6500,Jet Airways,Banglore,New Delhi,800,1.0,In-flight meal not included,7832.0,21,3,2019,21,20,8,0
6501,IndiGo,Delhi,Cochin,575,1.0,No info,6442.0,21,5,2019,18,10,8,35
6502,Jet Airways,Mumbai,Hyderabad,85,0.0,No info,5678.0,1,4,2019,4,20,2,55
6503,Jet Airways,Kolkata,Banglore,585,1.0,In-flight meal not included,7064.0,1,4,2019,4,40,18,55
6504,Jet Airways,Kolkata,Banglore,1005,1.0,No info,14151.0,18,5,2019,9,45,17,0
6505,GoAir,Banglore,Delhi,165,0.0,No info,3419.0,24,6,2019,23,40,20,55
6506,Jet Airways,Delhi,Cochin,660,1.0,No info,15554.0,9,3,2019,4,25,17,25
6507,Air India,Banglore,New Delhi,495,1.0,No info,13859.0,18,3,2019,8,45,0,30
6508,SpiceJet,Kolkata,Banglore,140,0.0,No info,3847.0,15,3,2019,0,40,22,20
6509,GoAir,Banglore,New Delhi,265,1.0,No info,7657.0,9,3,2019,20,15,15,50
6510,Air India,Delhi,Cochin,1475,2.0,No info,13547.0,9,5,2019,7,40,7,5
6511,Jet Airways,Banglore,Delhi,180,0.0,No info,7229.0,27,5,2019,10,10,7,10
6512,Jet Airways,Delhi,Cochin,1300,2.0,No info,13376.0,15,6,2019,4,25,6,45
6513,IndiGo,Mumbai,Hyderabad,95,0.0,No info,2227.0,18,6,2019,21,40,20,5
6514,SpiceJet,Banglore,Delhi,160,0.0,No info,3971.0,21,6,2019,8,35,5,55
6515,IndiGo,Delhi,Cochin,975,1.0,No info,6628.0,27,6,2019,1,30,9,15
6516,Jet Airways,Kolkata,Banglore,775,1.0,No info,13584.0,6,5,2019,10,5,21,10
6517,SpiceJet,Kolkata,Banglore,160,0.0,No info,4148.0,21,3,2019,9,35,6,55
6518,Jet Airways,Kolkata,Banglore,705,1.0,No info,14571.0,9,6,2019,18,15,6,30
6519,SpiceJet,Kolkata,Banglore,140,0.0,No check-in baggage included,3841.0,21,5,2019,0,40,22,20
6520,Jet Airways,Banglore,Delhi,165,0.0,In-flight meal not included,5198.0,12,4,2019,8,45,6,0
6521,Air Asia,Banglore,Delhi,170,0.0,No info,3383.0,24,4,2019,7,45,4,55
6522,Jet Airways,Delhi,Cochin,195,0.0,In-flight meal not included,7202.0,6,6,2019,14,15,11,0
6523,IndiGo,Delhi,Cochin,195,0.0,No info,5021.0,3,4,2019,0,20,21,5
6524,GoAir,Banglore,Delhi,165,0.0,No info,4239.0,3,5,2019,23,40,20,55
6525,Jet Airways,Delhi,Cochin,1025,2.0,No info,15129.0,27,5,2019,12,35,19,30
6526,Vistara,Banglore,New Delhi,160,0.0,No info,21520.0,1,3,2019,9,40,7,0
6527,IndiGo,Delhi,Cochin,195,0.0,No info,7673.0,3,3,2019,8,50,5,35
6528,IndiGo,Banglore,Delhi,170,0.0,No info,4823.0,18,6,2019,22,50,20,0
6529,Jet Airways,Delhi,Cochin,715,1.0,In-flight meal not included,15190.0,1,6,2019,19,0,7,5
6530,Jet Airways,Kolkata,Banglore,850,1.0,No info,14781.0,18,5,2019,22,35,8,25
6531,IndiGo,Kolkata,Banglore,155,0.0,No info,4804.0,18,5,2019,18,5,15,30
6532,Jet Airways,Delhi,Cochin,1415,1.0,In-flight meal not included,10262.0,1,6,2019,12,35,13,0
6533,IndiGo,Delhi,Cochin,705,1.0,No info,7503.0,15,5,2019,21,0,9,15
6534,Jet Airways,Banglore,Delhi,175,0.0,No info,8016.0,15,6,2019,14,5,11,10
6535,IndiGo,Mumbai,Hyderabad,90,0.0,No info,4049.0,9,6,2019,7,55,6,25
6536,Air India,Banglore,New Delhi,425,1.0,No info,12389.0,3,3,2019,12,55,5,50
6537,SpiceJet,Chennai,Kolkata,140,0.0,No info,3597.0,12,5,2019,20,5,17,45
6538,Multiple carriers,Delhi,Cochin,840,1.0,No info,13727.0,15,5,2019,1,30,11,30
6539,Jet Airways,Mumbai,Hyderabad,85,0.0,No info,5678.0,1,5,2019,4,20,2,55
6540,Multiple carriers,Delhi,Cochin,640,1.0,No info,7670.0,9,5,2019,21,0,10,20
6541,Jet Airways,Kolkata,Banglore,570,1.0,In-flight meal not included,10844.0,18,5,2019,23,35,14,5
6542,Jet Airways,Kolkata,Banglore,1545,1.0,In-flight meal not included,7064.0,1,4,2019,18,15,16,30
6543,Multiple carriers,Delhi,Cochin,720,1.0,No info,8930.0,3,6,2019,21,0,9,0
6544,Air Asia,Banglore,Delhi,170,0.0,No info,4282.0,1,4,2019,7,45,4,55
6545,IndiGo,Banglore,Delhi,170,0.0,No info,4823.0,21,6,2019,11,20,8,30
6546,Jet Airways,Delhi,Cochin,1280,1.0,In-flight meal not included,12373.0,9,5,2019,4,25,7,5
6547,Jet Airways,Banglore,New Delhi,800,1.0,In-flight meal not included,11087.0,9,3,2019,20,20,7,0
6548,Jet Airways,Delhi,Cochin,395,1.0,No info,16079.0,3,6,2019,4,25,21,50
6549,IndiGo,Delhi,Cochin,195,0.0,No info,5601.0,12,6,2019,8,50,5,35
6550,SpiceJet,Mumbai,Hyderabad,90,0.0,No info,2753.0,9,6,2019,7,15,5,45
6551,Jet Airways,Delhi,Cochin,335,1.0,In-flight meal not included,12898.0,27,6,2019,4,25,22,50
6552,Multiple carriers,Delhi,Cochin,480,1.0,No info,15603.0,6,3,2019,21,0,13,0
6553,IndiGo,Kolkata,Banglore,165,0.0,No info,4174.0,12,4,2019,12,20,9,35
6554,IndiGo,Banglore,New Delhi,175,0.0,No info,6144.0,24,3,2019,22,55,20,0
6555,Jet Airways,Kolkata,Banglore,590,1.0,No info,14781.0,6,5,2019,18,15,8,25
6556,IndiGo,Delhi,Cochin,345,1.0,No info,6195.0,15,6,2019,3,35,21,50
6557,Jet Airways,Kolkata,Banglore,1545,1.0,In-flight meal not included,8586.0,6,5,2019,8,15,6,30
6558,IndiGo,Banglore,New Delhi,170,0.0,No info,11934.0,1,3,2019,1,10,22,20
6559,Air India,Kolkata,Banglore,1345,2.0,No info,14424.0,15,5,2019,5,25,7,0
6560,Jet Airways,Delhi,Cochin,715,1.0,No info,18581.0,24,6,2019,19,0,7,5
6561,Jet Airways,Kolkata,Banglore,450,1.0,No info,13941.0,12,5,2019,4,40,21,10
6562,Jet Airways,Banglore,Delhi,185,0.0,No info,7229.0,6,5,2019,22,0,18,55
6563,SpiceJet,Kolkata,Banglore,155,0.0,No info,3873.0,15,5,2019,9,30,6,55
6564,Jet Airways,Delhi,Cochin,450,1.0,No info,14714.0,12,6,2019,19,0,11,30
6565,Air Asia,Kolkata,Banglore,450,2.0,No info,11245.0,24,3,2019,22,55,15,25
6566,IndiGo,Delhi,Cochin,845,1.0,No info,6104.0,27,5,2019,1,30,11,25
6567,IndiGo,Delhi,Cochin,885,1.0,No info,7094.0,6,3,2019,22,20,7,35
6568,Jet Airways,Kolkata,Banglore,1335,1.0,In-flight meal not included,10031.0,24,3,2019,4,45,6,30
6569,Jet Airways,Kolkata,Banglore,375,1.0,No info,13941.0,18,5,2019,12,0,5,45
6570,Multiple carriers,Delhi,Cochin,390,1.0,No info,7198.0,24,6,2019,1,30,19,0
6571,SpiceJet,Banglore,New Delhi,175,0.0,No check-in baggage included,3873.0,24,3,2019,12,30,9,35
6572,Air India,Kolkata,Banglore,150,0.0,No info,5747.0,12,3,2019,16,45,14,15
6573,Air India,Mumbai,Hyderabad,75,0.0,No info,3100.0,15,6,2019,20,45,19,30
6574,Air India,Kolkata,Banglore,245,1.0,No info,8996.0,6,5,2019,13,15,9,10
6575,Multiple carriers,Delhi,Cochin,505,1.0,No info,9103.0,15,5,2019,19,0,10,35
6576,Jet Airways,Banglore,New Delhi,890,1.0,1 Long layover,31825.0,1,3,2019,9,30,18,40
6577,Jet Airways,Kolkata,Banglore,1055,1.0,No info,14781.0,15,5,2019,10,5,16,30
6578,Jet Airways,Banglore,Delhi,180,0.0,No info,7229.0,18,5,2019,11,20,8,20
6579,IndiGo,Banglore,New Delhi,170,0.0,No info,10067.0,1,3,2019,2,20,23,30
6580,Jet Airways,Delhi,Cochin,1125,2.0,No info,10909.0,9,4,2019,4,25,9,40
6581,IndiGo,Kolkata,Banglore,155,0.0,No info,4804.0,27,4,2019,18,5,15,30
6582,Jet Airways,Mumbai,Hyderabad,85,0.0,In-flight meal not included,4050.0,1,6,2019,4,20,2,55
6583,Jet Airways,Kolkata,Banglore,1630,1.0,No info,14151.0,15,5,2019,23,35,20,25
6584,SpiceJet,Kolkata,Banglore,155,0.0,No check-in baggage included,3841.0,1,6,2019,9,30,6,55
6585,Jet Airways,Kolkata,Banglore,345,1.0,No info,14781.0,9,5,2019,19,50,14,5
6586,Vistara,Kolkata,Banglore,385,1.0,No info,9870.0,9,6,2019,23,25,17,0
6587,Air India,Delhi,Cochin,570,1.0,No info,8907.0,27,5,2019,23,0,13,30
6588,Jet Airways,Banglore,New Delhi,530,1.0,No info,26890.0,1,3,2019,7,40,22,50
6589,GoAir,Delhi,Cochin,355,1.0,No info,6195.0,15,4,2019,12,55,7,0
6590,Jet Airways,Banglore,New Delhi,305,1.0,In-flight meal not included,7832.0,21,3,2019,19,10,14,5
6591,Multiple carriers Premium economy,Delhi,Cochin,395,1.0,No info,11269.0,21,3,2019,15,30,8,55
6592,Vistara,Banglore,New Delhi,155,0.0,No info,5613.0,24,3,2019,18,35,16,0
6593,IndiGo,Banglore,Delhi,175,0.0,No info,4284.0,1,5,2019,3,25,0,30
6594,Vistara,Banglore,Delhi,170,0.0,No info,4668.0,6,5,2019,23,50,21,0
6595,Air India,Delhi,Cochin,675,1.0,No info,15197.0,3,3,2019,19,15,8,0
6596,Jet Airways,Kolkata,Banglore,475,1.0,In-flight meal not included,9899.0,12,6,2019,16,20,8,25
6597,GoAir,Delhi,Cochin,540,1.0,No info,3948.0,27,6,2019,19,35,10,35
6598,Jet Airways,Banglore,New Delhi,1400,1.0,In-flight meal not included,10405.0,15,3,2019,8,15,8,55
6599,Multiple carriers,Delhi,Cochin,835,3.0,No info,15419.0,9,6,2019,1,30,11,35
6600,Multiple carriers,Delhi,Cochin,625,1.0,No info,15135.0,3,3,2019,18,50,8,25
6601,Multiple carriers Premium economy,Delhi,Cochin,395,1.0,No info,13369.0,21,3,2019,12,35,6,0
6602,Jet Airways,Delhi,Cochin,440,2.0,No info,18804.0,27,6,2019,19,0,11,40
6603,Air Asia,Delhi,Cochin,625,1.0,No info,6751.0,9,5,2019,7,10,20,45
6604,Air India,Kolkata,Banglore,745,1.0,No info,10203.0,9,5,2019,8,55,20,30
6605,Jet Airways,Banglore,New Delhi,860,1.0,No info,27992.0,1,3,2019,21,20,7,0
6606,Air India,Delhi,Cochin,725,2.0,No info,12488.0,12,6,2019,19,15,7,10
6607,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,5198.0,12,4,2019,10,10,7,10
6608,Jet Airways,Banglore,Delhi,180,0.0,No info,7229.0,1,5,2019,20,45,17,45
6609,Air India,Kolkata,Banglore,1045,2.0,No info,12723.0,12,6,2019,23,15,5,50
6610,Air India,Mumbai,Hyderabad,1630,2.0,No info,13169.0,6,3,2019,9,10,6,0
6611,Air India,Kolkata,Banglore,535,2.0,No info,8366.0,15,5,2019,18,20,9,25
6612,Multiple carriers,Delhi,Cochin,900,1.0,No info,7670.0,9,5,2019,21,0,6,0
6613,Jet Airways,Banglore,Delhi,165,0.0,No info,7229.0,1,4,2019,8,45,6,0
6614,Vistara,Banglore,Delhi,170,0.0,No info,4668.0,1,6,2019,23,50,21,0
6615,Air Asia,Delhi,Cochin,660,1.0,No info,8327.0,9,3,2019,7,10,20,10
6616,Jet Airways,Delhi,Cochin,940,1.0,In-flight meal not included,12898.0,21,5,2019,12,35,20,55
6617,IndiGo,Kolkata,Banglore,240,1.0,No info,4226.0,6,5,2019,10,20,6,20
6618,Jet Airways,Delhi,Cochin,1425,1.0,In-flight meal not included,10262.0,27,6,2019,19,0,19,15
6619,Multiple carriers,Delhi,Cochin,845,1.0,No info,10678.0,24,6,2019,19,0,4,55
6620,Air India,Delhi,Cochin,865,2.0,No info,8052.0,21,3,2019,7,40,17,15
6621,GoAir,Banglore,New Delhi,175,0.0,No info,3898.0,24,3,2019,14,35,11,40
6622,Air Asia,Kolkata,Banglore,155,0.0,No info,3807.0,12,6,2019,12,55,10,20
6623,IndiGo,Delhi,Cochin,705,1.0,No info,6838.0,3,6,2019,21,0,9,15
6624,Jet Airways,Delhi,Cochin,810,2.0,No info,13014.0,24,6,2019,19,0,5,30
6625,IndiGo,Kolkata,Banglore,150,0.0,No info,5224.0,12,4,2019,16,55,14,25
6626,Multiple carriers,Delhi,Cochin,750,1.0,No info,13377.0,6,6,2019,1,30,13,0
6627,GoAir,Delhi,Cochin,355,1.0,No info,6633.0,21,5,2019,12,55,7,0
6628,Air Asia,Kolkata,Banglore,955,1.0,No info,5192.0,24,5,2019,23,30,7,35
6629,IndiGo,Banglore,Delhi,170,0.0,No info,4591.0,18,4,2019,1,0,22,10
6630,Air India,Kolkata,Banglore,155,0.0,No info,4880.0,12,5,2019,23,20,20,45
6631,Jet Airways,Banglore,Delhi,180,0.0,No info,7229.0,27,4,2019,20,45,17,45
6632,Jet Airways,Delhi,Cochin,520,1.0,In-flight meal not included,12373.0,9,5,2019,4,25,19,45
6633,Air India,Delhi,Cochin,180,0.0,No info,6094.0,27,4,2019,17,10,14,10
6634,Jet Airways,Delhi,Cochin,940,1.0,In-flight meal not included,10262.0,12,6,2019,12,35,20,55
6635,Jet Airways,Delhi,Cochin,440,2.0,No info,15439.0,9,4,2019,19,0,11,40
6636,IndiGo,Banglore,Delhi,170,0.0,No info,4077.0,6,5,2019,2,20,23,30
6637,GoAir,Banglore,Delhi,165,0.0,No info,4632.0,18,5,2019,23,40,20,55
6638,Jet Airways,Kolkata,Banglore,505,1.0,No info,12692.0,6,6,2019,18,0,9,35
6639,IndiGo,Kolkata,Banglore,265,1.0,No info,3480.0,24,4,2019,23,45,19,20
6640,Multiple carriers,Delhi,Cochin,460,2.0,No info,19360.0,18,5,2019,1,30,17,50
6641,Jet Airways,Banglore,New Delhi,1235,1.0,In-flight meal not included,9134.0,15,3,2019,8,15,11,40
6642,Multiple carriers,Delhi,Cochin,420,1.0,No info,13587.0,24,6,2019,21,0,14,0
6643,Jet Airways,Delhi,Cochin,1530,1.0,No info,15554.0,9,5,2019,19,0,17,30
6644,Jet Airways,Banglore,New Delhi,160,0.0,No info,7229.0,9,3,2019,22,35,19,55
6645,IndiGo,Delhi,Cochin,825,1.0,No info,7514.0,6,3,2019,22,20,8,35
6646,Multiple carriers,Delhi,Cochin,780,1.0,No info,13587.0,6,6,2019,21,0,8,0
6647,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,7229.0,9,6,2019,10,10,7,10
6648,Jet Airways,Delhi,Cochin,1570,1.0,In-flight meal not included,10262.0,1,6,2019,4,25,2,15
6649,IndiGo,Delhi,Cochin,810,1.0,No info,14871.0,3,3,2019,21,0,7,30
6650,Multiple carriers,Delhi,Cochin,615,1.0,No info,10529.0,27,5,2019,19,0,8,45
6651,IndiGo,Delhi,Cochin,895,1.0,No info,6442.0,12,6,2019,22,30,7,35
6652,IndiGo,Kolkata,Banglore,290,1.0,No info,5170.0,21,5,2019,20,5,15,15
6653,IndiGo,Delhi,Cochin,895,1.0,No info,6442.0,15,5,2019,22,30,7,35
